0,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
0,2,690.00,1318.00,42.00,40.00,1,-1,-1,-1
1,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
1,2,690.00,1318.00,42.00,40.00,1,-1,-1,-1
2,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
2,2,690.03,1318.00,41.94,40.00,1,-1,-1,-1
3,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
3,2,690.03,1318.00,41.94,40.00,1,-1,-1,-1
4,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
4,2,690.03,1318.00,41.95,40.00,1,-1,-1,-1
5,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
5,2,690.03,1318.00,41.95,40.00,1,-1,-1,-1
6,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
6,2,690.02,1318.00,41.95,40.00,1,-1,-1,-1
7,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
7,2,690.09,1318.00,41.83,40.00,1,-1,-1,-1
8,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
8,2,690.08,1318.00,41.84,40.00,1,-1,-1,-1
9,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
9,2,690.07,1318.00,41.85,40.00,1,-1,-1,-1
10,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
10,2,690.07,1318.00,41.86,40.00,1,-1,-1,-1
11,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
11,2,690.14,1318.00,41.71,40.00,1,-1,-1,-1
12,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
12,2,690.13,1318.00,41.74,40.00,1,-1,-1,-1
13,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
13,2,690.12,1318.00,41.76,40.00,1,-1,-1,-1
14,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
14,2,690.11,1318.00,41.78,40.00,1,-1,-1,-1
15,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
15,2,690.10,1318.00,41.80,40.00,1,-1,-1,-1
16,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
16,2,690.09,1318.00,41.82,40.00,1,-1,-1,-1
17,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
17,2,690.08,1318.00,41.83,40.00,1,-1,-1,-1
18,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
18,2,690.08,1318.00,41.85,40.00,1,-1,-1,-1
19,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
19,2,690.07,1318.00,41.86,40.00,1,-1,-1,-1
20,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
20,2,690.06,1318.00,41.88,40.00,1,-1,-1,-1
21,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
21,2,690.06,1318.00,41.89,40.00,1,-1,-1,-1
22,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
22,2,690.05,1318.00,41.90,40.00,1,-1,-1,-1
23,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
23,2,690.05,1318.00,41.91,40.00,1,-1,-1,-1
24,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
24,2,690.04,1318.00,41.92,40.00,1,-1,-1,-1
25,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
25,2,690.13,1318.00,41.74,40.00,1,-1,-1,-1
26,1,796.00,1317.00,42.00,40.00,1,-1,-1,-1
26,2,690.12,1318.00,41.76,40.00,1,-1,-1,-1
