1,1,664,232,40,40,1,1,1
1,2,798,1318,40,40,1,1,1
1,3,692,1318,40,40,1,1,1
2,1,664,233,40,40,1,1,1
2,2,798,1318,40,40,1,1,1
2,3,692,1318,40,40,1,1,1
3,1,667,236,40,40,1,1,1
3,2,798,1318,40,40,1,1,1
3,3,692,1318,40,40,1,1,1
4,1,670,241,40,40,1,1,1
4,2,798,1318,40,40,1,1,1
4,3,692,1318,40,40,1,1,1
5,1,671,243,40,40,1,1,1
5,2,798,1318,40,40,1,1,1
5,3,692,1318,40,40,1,1,1
6,1,671,247,40,40,1,1,1
6,2,798,1318,40,40,1,1,1
6,3,692,1318,40,40,1,1,1
7,1,672,248,40,40,1,1,1
7,2,798,1318,40,40,1,1,1
7,3,692,1318,40,40,1,1,1
8,1,674,251,40,40,1,1,1
8,2,798,1318,40,40,1,1,1
8,3,692,1318,40,40,1,1,1
9,1,672,253,40,40,1,1,1
9,2,798,1318,40,40,1,1,1
9,3,692,1318,40,40,1,1,1
10,1,672,255,40,40,1,1,1
10,2,798,1318,40,40,1,1,1
10,3,692,1318,40,40,1,1,1
11,1,671,258,40,40,1,1,1
11,2,798,1318,40,40,1,1,1
11,3,692,1318,40,40,1,1,1
12,1,671,259,40,40,1,1,1
12,2,798,1318,40,40,1,1,1
12,3,692,1318,40,40,1,1,1
13,1,670,257,40,40,1,1,1
13,2,798,1318,40,40,1,1,1
13,3,692,1318,40,40,1,1,1
14,1,670,258,40,40,1,1,1
14,2,798,1318,40,40,1,1,1
14,3,692,1318,40,40,1,1,1
15,1,670,257,40,40,1,1,1
15,2,798,1318,40,40,1,1,1
15,3,692,1318,40,40,1,1,1
16,1,670,257,40,40,1,1,1
16,2,798,1318,40,40,1,1,1
16,3,692,1318,40,40,1,1,1
17,1,662,258,40,40,1,1,1
17,2,798,1318,40,40,1,1,1
17,3,692,1318,40,40,1,1,1
18,1,660,262,40,40,1,1,1
18,2,798,1318,40,40,1,1,1
18,3,692,1318,40,40,1,1,1
19,1,657,261,40,40,1,1,1
19,2,798,1318,40,40,1,1,1
19,3,692,1318,40,40,1,1,1
20,1,652,260,40,40,1,1,1
20,2,798,1318,40,40,1,1,1
20,3,692,1318,40,40,1,1,1
21,1,650,263,40,40,1,1,1
21,2,798,1318,40,40,1,1,1
21,3,692,1318,40,40,1,1,1
22,1,648,263,40,40,1,1,1
22,2,798,1318,40,40,1,1,1
22,3,692,1318,40,40,1,1,1
23,1,646,263,40,40,1,1,1
23,2,798,1318,40,40,1,1,1
23,3,692,1318,40,40,1,1,1
24,1,644,263,40,40,1,1,1
24,2,798,1318,40,40,1,1,1
24,3,692,1318,40,40,1,1,1
25,1,640,264,40,40,1,1,1
25,2,798,1318,40,40,1,1,1
25,3,692,1318,40,40,1,1,1
26,1,640,268,40,40,1,1,1
26,2,798,1318,40,40,1,1,1
26,3,692,1318,40,40,1,1,1
27,1,637,270,40,40,1,1,1
27,2,798,1318,40,40,1,1,1
27,3,692,1318,40,40,1,1,1
28,1,636,272,40,40,1,1,1
28,2,798,1318,40,40,1,1,1
28,3,692,1318,40,40,1,1,1
29,1,636,272,40,40,1,1,1
29,2,798,1318,40,40,1,1,1
29,3,692,1318,40,40,1,1,1
30,1,632,274,40,40,1,1,1
30,2,798,1318,40,40,1,1,1
30,3,692,1318,40,40,1,1,1
31,1,630,274,40,40,1,1,1
31,2,798,1318,40,40,1,1,1
31,3,692,1318,40,40,1,1,1
32,1,630,276,40,40,1,1,1
32,2,798,1318,40,40,1,1,1
32,3,692,1318,40,40,1,1,1
33,1,626,277,40,40,1,1,1
33,2,798,1318,40,40,1,1,1
33,3,692,1318,40,40,1,1,1
34,1,624,280,40,40,1,1,1
34,2,798,1318,40,40,1,1,1
34,3,692,1318,40,40,1,1,1
35,1,622,282,40,40,1,1,1
35,2,798,1318,40,40,1,1,1
35,3,692,1318,40,40,1,1,1
36,1,620,282,40,40,1,1,1
36,2,798,1318,40,40,1,1,1
36,3,692,1318,40,40,1,1,1
37,1,618,284,40,40,1,1,1
37,2,798,1318,40,40,1,1,1
37,3,692,1318,40,40,1,1,1
38,1,617,286,40,40,1,1,1
38,2,798,1318,40,40,1,1,1
38,3,692,1318,40,40,1,1,1
39,1,614,287,40,40,1,1,1
39,2,798,1318,40,40,1,1,1
39,3,692,1318,40,40,1,1,1
40,1,611,289,40,40,1,1,1
40,2,798,1318,40,40,1,1,1
40,3,692,1318,40,40,1,1,1
41,1,608,289,40,40,1,1,1
41,2,798,1318,40,40,1,1,1
41,3,692,1318,40,40,1,1,1
42,1,605,290,40,40,1,1,1
42,2,798,1318,40,40,1,1,1
42,3,692,1318,40,40,1,1,1
43,1,600,290,40,40,1,1,1
43,2,798,1318,40,40,1,1,1
43,3,692,1318,40,40,1,1,1
44,1,598,290,40,40,1,1,1
44,2,798,1318,40,40,1,1,1
44,3,692,1318,40,40,1,1,1
45,1,594,290,40,40,1,1,1
45,2,798,1318,40,40,1,1,1
45,3,692,1318,40,40,1,1,1
46,1,590,292,40,40,1,1,1
46,2,798,1318,40,40,1,1,1
46,3,692,1318,40,40,1,1,1
47,1,587,292,40,40,1,1,1
47,2,798,1318,40,40,1,1,1
47,3,692,1318,40,40,1,1,1
48,1,584,294,40,40,1,1,1
48,2,798,1318,40,40,1,1,1
48,3,692,1318,40,40,1,1,1
49,1,582,295,40,40,1,1,1
49,2,798,1318,40,40,1,1,1
49,3,692,1318,40,40,1,1,1
50,1,576,295,40,40,1,1,1
50,2,798,1318,40,40,1,1,1
50,3,692,1318,40,40,1,1,1
51,1,574,295,40,40,1,1,1
51,2,798,1318,40,40,1,1,1
51,3,692,1318,40,40,1,1,1
52,1,572,296,40,40,1,1,1
52,2,798,1318,40,40,1,1,1
52,3,692,1318,40,40,1,1,1
53,1,568,297,40,40,1,1,1
53,2,798,1318,40,40,1,1,1
53,3,692,1318,40,40,1,1,1
54,1,566,297,40,40,1,1,1
54,2,798,1318,40,40,1,1,1
54,3,692,1318,40,40,1,1,1
55,1,564,297,40,40,1,1,1
55,2,798,1318,40,40,1,1,1
55,3,692,1318,40,40,1,1,1
56,1,560,297,40,40,1,1,1
56,2,798,1318,40,40,1,1,1
56,3,692,1318,40,40,1,1,1
57,1,558,296,40,40,1,1,1
57,2,798,1318,40,40,1,1,1
57,3,692,1318,40,40,1,1,1
58,1,554,297,40,40,1,1,1
58,2,798,1318,40,40,1,1,1
58,3,692,1318,40,40,1,1,1
59,1,553,298,40,40,1,1,1
59,2,798,1318,40,40,1,1,1
59,3,692,1318,40,40,1,1,1
60,1,550,300,40,40,1,1,1
60,2,798,1318,40,40,1,1,1
60,3,692,1318,40,40,1,1,1
61,1,550,300,40,40,1,1,1
61,2,798,1318,40,40,1,1,1
61,3,692,1318,40,40,1,1,1
62,1,550,301,40,40,1,1,1
62,2,798,1318,40,40,1,1,1
62,3,692,1318,40,40,1,1,1
63,1,548,302,40,40,1,1,1
63,2,798,1318,40,40,1,1,1
63,3,692,1318,40,40,1,1,1
64,1,546,304,40,40,1,1,1
