0,1,601,345,40,40,1,1,1
0,2,665,1313,40,40,1,1,1
0,3,680,1425,40,40,1,1,1
1,1,604,344,40,40,1,1,1
1,2,664,1308,40,40,1,1,1
1,3,680,1420,40,40,1,1,1
2,1,630,339,40,40,1,1,1
2,2,664,1308,40,40,1,1,1
2,3,680,1420,40,40,1,1,1
3,1,638,343,40,40,1,1,1
3,2,664,1308,40,40,1,1,1
3,3,680,1416,40,40,1,1,1
4,1,651,343,40,40,1,1,1
4,2,662,1308,40,40,1,1,1
4,3,678,1416,40,40,1,1,1
5,1,656,343,40,40,1,1,1
5,2,660,1308,40,40,1,1,1
5,3,675,1412,40,40,1,1,1
6,1,672,349,40,40,1,1,1
6,2,658,1306,40,40,1,1,1
6,3,678,1404,40,40,1,1,1
7,1,696,349,40,40,1,1,1
7,2,656,1306,40,40,1,1,1
7,3,672,1402,40,40,1,1,1
8,1,697,348,40,40,1,1,1
8,2,656,1304,40,40,1,1,1
8,3,668,1396,40,40,1,1,1
9,1,712,348,40,40,1,1,1
9,2,654,1303,40,40,1,1,1
9,3,670,1394,40,40,1,1,1
10,1,721,355,40,40,1,1,1
10,2,652,1301,40,40,1,1,1
10,3,664,1390,40,40,1,1,1
11,1,729,353,40,40,1,1,1
11,2,653,1301,40,40,1,1,1
11,3,661,1384,40,40,1,1,1
12,1,737,362,40,40,1,1,1
12,2,651,1298,40,40,1,1,1
12,3,657,1380,40,40,1,1,1
13,1,752,358,40,40,1,1,1
13,2,652,1296,40,40,1,1,1
13,3,656,1376,40,40,1,1,1
14,1,760,363,40,40,1,1,1
14,2,657,1296,40,40,1,1,1
14,3,651,1371,40,40,1,1,1
15,1,778,369,40,40,1,1,1
15,2,656,1292,40,40,1,1,1
15,3,646,1366,40,40,1,1,1
16,1,778,363,40,40,1,1,1
16,2,660,1288,40,40,1,1,1
16,3,644,1362,40,40,1,1,1
17,1,786,363,40,40,1,1,1
17,2,660,1286,40,40,1,1,1
17,3,642,1358,40,40,1,1,1
18,1,794,365,40,40,1,1,1
18,2,664,1282,40,40,1,1,1
18,3,638,1354,40,40,1,1,1
19,1,802,365,40,40,1,1,1
19,2,666,1282,40,40,1,1,1
19,3,638,1348,40,40,1,1,1
20,1,794,369,40,40,1,1,1
20,2,674,1279,40,40,1,1,1
20,3,634,1344,40,40,1,1,1
21,1,802,370,40,40,1,1,1
21,2,676,1274,40,40,1,1,1
21,3,634,1340,40,40,1,1,1
22,1,806,373,40,40,1,1,1
22,2,680,1272,40,40,1,1,1
22,3,634,1334,40,40,1,1,1
